socks5://93.187.188.30:1080,RU,Unknown
socks5://213.226.122.5:7788,RU,Unknown
socks5://195.98.82.62:1080,RU,Unknown
socks5://37.200.67.75:1080,RU,Unknown
socks4://93.90.212.2:4153,RU,Unknown
socks4://89.250.148.154:4145,RU,Unknown
socks4://185.26.168.17:4153,RU,Unknown
socks4://85.113.204.41:8080,RU,Unknown
http://194.67.91.153:443,RU,Unknown
http://31.28.4.192:443,RU,Unknown
http://79.174.12.190:443,RU,Unknown
http://149.126.16.38:443,RU,Unknown
http://95.66.244.250:443,RU,Unknown
http://95.164.1.87:443,RU,Unknown
http://147.45.147.21:8443,RU,Unknown
http://37.140.51.159:80,RU,Unknown
http://109.95.220.45:8080,RU,Unknown
http://188.191.165.159:8080,RU,Unknown
http://31.10.83.158:8080,RU,Unknown
http://109.194.34.246:8082,RU,Unknown
http://176.213.141.107:8080,RU,Unknown
http://87.239.31.42:80,RU,Unknown
http://46.28.88.19:8080,RU,Unknown
http://176.106.241.50:80,RU,Unknown
http://37.79.248.25:80,RU,Unknown
http://31.134.242.73:3128,RU,Unknown
http://95.66.138.21:8880,RU,Unknown
http://62.182.204.81:88,RU,Unknown
http://185.144.60.130:8095,RU,Unknown
http://5.158.119.13:3128,RU,Unknown
http://178.140.3.161:5678,RU,Unknown
http://176.115.146.232:8080,RU,Unknown
http://46.161.6.165:8080,RU,St Petersburg
socks4://37.220.84.251:12062,RU,
http://89.208.85.78:443,RU,
http://95.213.217.168:52004,RU,St Petersburg
socks4://31.128.41.253:28080,RU,St Petersburg
