socks5://69.61.200.104:36181,ZZ,Unknown
socks5://72.195.114.184:4145,ZZ,Unknown
socks5://72.195.34.42:4145,ZZ,Unknown
socks5://192.111.135.17:18302,ZZ,Unknown
socks5://192.111.129.145:16894,ZZ,Unknown
socks5://192.111.139.163:19404,ZZ,Unknown
socks5://72.195.34.35:27360,ZZ,Unknown
socks5://174.77.111.198:49547,ZZ,Unknown
socks5://184.178.172.25:15291,ZZ,Unknown
socks5://184.178.172.18:15280,ZZ,Unknown
socks5://70.166.167.38:57728,ZZ,Unknown
socks5://199.187.210.54:4145,US,Unknown
socks5://67.201.33.10:25283,ZZ,Unknown
socks5://143.110.217.153:1080,CA,Unknown
socks5://188.191.164.55:4890,RU,Unknown
socks5://78.63.115.20:8899,LT,Unknown
socks5://192.248.95.98:54126,LK,Unknown
socks5://192.252.214.17:4145,US,Unknown
socks5://64.227.131.240:1080,IN,Unknown
socks5://138.199.25.13:3901,SG,Unknown
socks5://161.35.82.57:1080,ZZ,Unknown
socks5://134.199.159.23:1080,AU,Unknown
socks5://198.177.252.24:4145,US,Unknown
socks5://198.177.254.131:4145,US,Unknown
socks5://223.25.109.146:8199,ID,Unknown
socks5://192.241.156.17:1080,US,Unknown
socks5://104.248.197.67:1080,ZZ,Unknown
socks5://70.166.65.160:4145,US,Unknown
socks5://103.189.63.149:53053,ID,Unknown
socks5://138.199.25.13:3902,SG,Unknown
socks5://138.199.25.13:3908,SG,Unknown
socks5://186.26.95.249:61445,BR,Unknown
socks5://31.129.147.102:1080,RU,Unknown
socks5://31.211.142.115:8192,BG,Unknown
socks5://45.61.188.134:44499,US,Unknown
socks5://92.124.135.109:1080,RU,Unknown
socks5://138.199.25.13:3909,SG,Unknown
socks5://194.28.162.12:1080,RU,Unknown
socks5://94.233.120.194:1080,RU,Unknown
socks5://174.138.61.184:1080,US,Clifton
socks5://217.173.31.28:1080,RU,Unknown
socks5://217.76.39.4:1080,RU,Unknown
socks5://193.233.254.8:1080,DE,Unknown
socks5://193.233.254.9:1080,DE,Unknown
socks5://193.233.254.7:1080,DE,Unknown
socks5://110.235.248.81:1080,KH,Unknown
socks5://124.248.184.144:1080,KH,Unknown
socks5://202.62.47.98:1080,KH,Unknown
socks5://124.248.168.90:1080,KH,Phnom Penh
socks5://124.248.164.156:1080,KH,Unknown
socks5://124.248.189.223:1080,KH,Unknown
socks5://110.235.255.252:1080,KH,Unknown
socks5://194.163.167.32:1080,FR,Lauterbourg
socks5://46.0.205.4:1080,RU,Unknown
socks5://205.185.113.92:1080,US,Unknown
socks5://185.54.178.193:1080,RU,Unknown
socks5://31.43.194.184:1080,RU,Unknown
socks5://202.62.37.36:1080,KH,Unknown
socks5://85.175.219.236:1080,RU,Unknown
socks5://5.255.117.127:1080,NL,Dronten
socks5://5.255.113.177:1080,NL,Dronten
socks5://5.129.216.47:1081,RU,
socks5://5.255.117.250:1080,NL,Dronten
socks5://212.33.250.53:1080,RU,Unknown
socks5://64.188.124.97:1080,DE,Unknown
socks5://46.146.220.247:1080,RU,Unknown
socks5://104.219.236.127:1080,US,Unknown
socks5://185.194.217.97:1080,FR,Lauterbourg
socks5://38.19.236.55:1080,ID,Unknown
socks5://202.79.26.242:1080,KH,Unknown
socks5://180.103.250.177:1080,CN,
socks5://213.35.110.67:10808,SG,Unknown
socks5://213.35.110.67:10819,SG,Unknown
socks5://146.235.19.84:10850,SG,Unknown
socks5://213.35.110.67:10872,SG,Unknown
socks5://213.35.110.67:10810,SG,Unknown
socks5://146.235.19.84:10819,SG,Unknown
socks5://95.163.153.116:44937,AT,Unknown
socks5://95.163.153.116:20184,AT,Unknown
