http://177.234.217.42:999,EC,Unknown
http://177.234.217.44:999,EC,Unknown
http://45.4.202.170:999,EC,Unknown
http://190.12.150.244:999,EC,Rosa Zarate
http://177.234.194.31:999,EC,Unknown
http://177.234.194.30:999,EC,Unknown
http://177.234.217.83:999,EC,Unknown
http://186.3.76.227:999,EC,Unknown
http://190.95.132.189:999,EC,Unknown
http://177.234.217.46:999,EC,Unknown
http://200.24.130.148:999,EC,Unknown
http://200.24.130.147:999,EC,Unknown
http://190.95.132.190:999,EC,Unknown
http://181.78.194.249:999,EC,Unknown
http://45.224.22.63:999,EC,Unknown
http://45.224.150.138:999,EC,Unknown
